loader_source,sequence_id,sample_id,t0,gt_timestamp,gt_x,gt_y,gt_z,latest_event_timestamp,oldest_selected_event_timestamp,num_selected_events,delta_t_min,delta_t_max,recent_event_count
sequence_ground_truth,seq0001,seq0001_g000000,1706255121.6059043,1706255121.6059043,12.671246528625488,-19.575437545776367,43.34611892700195,,,0,,,0
sequence_ground_truth,seq0003,seq0003_g000122,1706255169.0149689,1706255169.0149689,12.984909057617188,-19.88075828552246,50.82658386230469,1706255169.000012,1706255168.017216,20,-0.9977529048919678,-0.014956951141357422,4
sequence_ground_truth,seq0005,seq0005_g000245,1706255216.9488084,1706255216.9488084,-17.405086517333984,4.831664085388184,51.27377700805664,1706255216.916658,1706255215.800698,20,-1.1481103897094727,-0.0321505069732666,4
sequence_ground_truth,seq0008,seq0008_g000367,1706255286.003604,1706255286.003604,0.08186110109090805,-37.83721923828125,62.24269104003906,1706255286.000511,1706255285.016009,20,-0.9875948429107666,-0.0030930042266845703,4
sequence_ground_truth,seq0016,seq0016_g000090,1706255439.502599,1706255439.502599,6.2842278480529785,-27.592302322387695,49.74803924560547,1706255439.500042,1706255438.515274,20,-0.9873249530792236,-0.002557039260864258,4
sequence_ground_truth,seq0018,seq0018_g000212,1706255487.2026305,1706255487.2026305,-2.266395330429077,-6.052691459655762,26.303302764892578,1706255487.201036,1706255486.114658,20,-1.0879724025726318,-0.00159454345703125,4
sequence_ground_truth,seq0021,seq0021_g000335,1706255556.0137405,1706255556.0137405,21.69666862487793,-10.21809196472168,4.58482027053833,1706255556.00062,1706255555.000725,20,-1.0130155086517334,-0.013120651245117188,4
sequence_ground_truth,seq0025,seq0025_g000057,1706254886.1278064,1706254886.1278064,-5.802017688751221,13.231955528259277,4.9588847160339355,1706254886.118472,1706254885.200103,20,-0.9277033805847168,-0.009334325790405273,4
sequence_ground_truth,seq0027,seq0027_g000180,1706254935.1826174,1706254935.1826174,-12.762322425842285,-7.680355072021484,25.494897842407227,1706254935.118993,1706254934.11897,20,-1.0636475086212158,-0.06362438201904297,4
sequence_ground_truth,seq0029,seq0029_g000302,1706254986.6382575,1706254986.6382575,1.881026268005371,-11.158440589904785,36.330108642578125,1706254986.618326,1706254985.700695,20,-0.9375624656677246,-0.019931554794311523,4
sequence_ground_truth,seq0033,seq0033_g000025,1706257041.4373171,1706257041.4373171,-6.354373455047607,13.305571556091309,1.4462085962295532,1706257041.405131,1706257040.500572,20,-0.9367451667785645,-0.032186031341552734,4
sequence_ground_truth,seq0038,seq0038_g000148,1706257151.2953792,1706257151.2953792,-17.226369857788086,-42.05377960205078,59.60680389404297,1706257151.203894,1706257150.29994,20,-0.9954390525817871,-0.09148526191711426,4
sequence_ground_truth,seq0040,seq0040_g000270,1706257198.9888859,1706257198.9888859,36.206424713134766,-20.81609344482422,59.833961486816406,1706257198.904395,1706257198.000107,20,-0.988778829574585,-0.08449077606201172,4
sequence_ground_truth,seq0043,seq0043_g000393,1706257266.6937287,1706257266.6937287,-4.245607376098633,-7.41188383102417,50.9322624206543,1706257266.603693,1706257265.400716,20,-1.2930126190185547,-0.09003567695617676,4
sequence_ground_truth,seq0046,seq0046_g000115,1706257314.2628016,1706257314.2628016,9.848641395568848,-11.423666954040527,11.11568832397461,1706257314.202241,1706257313.300556,20,-0.9622457027435303,-0.06056070327758789,4
sequence_ground_truth,seq0049,seq0049_g000238,1706257382.1152425,1706257382.1152425,-0.530904233455658,-11.314619064331055,6.004826545715332,1706257382.102418,1706257381.200144,20,-0.9150984287261963,-0.012824535369873047,4
sequence_ground_truth,seq0052,seq0052_g000360,1706257502.7024188,1706257502.7024188,1.241910457611084,-10.497241020202637,15.039033889770508,1706257502.702162,1706257501.800994,20,-0.9014248847961426,-0.0002567768096923828,4
sequence_ground_truth,seq0057,seq0057_g000083,1706257590.59954,1706257590.59954,-1.7672080993652344,-4.008338451385498,43.228336334228516,1706257590.501148,1706257589.600743,20,-0.9987969398498535,-0.09839200973510742,4
sequence_ground_truth,seq0061,seq0061_g000005,1706258190.6705196,1706258190.6705196,-0.14004895091056824,3.051703929901123,12.089642524719238,1706258190.597145,1706258190.498089,3,-0.17243051528930664,-0.07337450981140137,3
sequence_ground_truth,seq0063,seq0063_g000128,1706258238.2209623,1706258238.2209623,-15.341835021972656,-25.519968032836914,57.13375473022461,1706258238.200518,1706258237.297568,20,-0.9233942031860352,-0.020444393157958984,4
sequence_ground_truth,seq0069,seq0069_g000250,1706258528.4902773,1706258528.4902773,-28.584278106689453,-28.941329956054688,59.07548904418945,1706258528.400739,1706258527.19569,20,-1.2945873737335205,-0.0895383358001709,4
sequence_ground_truth,seq0071,seq0071_g000373,1706258575.8003182,1706258575.8003182,-0.5484974384307861,-5.171446800231934,18.59222412109375,1706258575.795099,1706258574.800409,20,-0.9999091625213623,-0.005219221115112305,4
sequence_ground_truth,seq0074,seq0074_g000096,1706258660.5546026,1706258660.5546026,12.812206268310547,-8.470571517944336,4.510374546051025,1706258660.499872,1706258659.595285,20,-0.959317684173584,-0.05473065376281738,4
sequence_ground_truth,seq0077,seq0077_g000218,1706258728.2566278,1706258728.2566278,-6.240179538726807,-2.793375015258789,3.7391693592071533,1706258728.199897,1706258727.294499,20,-0.9621288776397705,-0.05673074722290039,4
sequence_ground_truth,seq0080,seq0080_g000341,1706256056.058456,1706256056.058456,-1.9502114057540894,5.061065196990967,20.337976455688477,1706256056.010509,1706256055.010504,20,-1.0479519367218018,-0.047946929931640625,4
sequence_ground_truth,seq0083,seq0083_g000063,1706256138.1668835,1706256138.1668835,-24.748292922973633,-16.646289825439453,59.09410858154297,1706256138.110536,1706256137.20045,20,-0.9664335250854492,-0.05634737014770508,4
sequence_ground_truth,seq0086,seq0086_g000186,1706256206.5602996,1706256206.5602996,1.1454418897628784,-17.01911735534668,41.320648193359375,1706256206.509796,1706256205.600145,20,-0.9601545333862305,-0.05050373077392578,4
sequence_ground_truth,seq0089,seq0089_g000308,1706256524.4972544,1706256524.4972544,5.912161827087402,-15.43867015838623,18.723447799682617,1706256524.407535,1706256523.49984,20,-0.9974143505096436,-0.08971929550170898,4
sequence_ground_truth,seq0094,seq0094_g000031,1706256637.8647022,1706256637.8647022,-5.095027446746826,-3.185930013656616,37.51179885864258,1706256637.807352,1706256636.900924,20,-0.9637782573699951,-0.05735015869140625,4
sequence_ground_truth,seq0096,seq0096_g000153,1706256686.1920085,1706256686.1920085,-10.135322570800781,-10.475748062133789,53.73381805419922,1706256686.106894,1706256685.106767,20,-1.0852415561676025,-0.0851144790649414,4
sequence_ground_truth,seq0099,seq0099_g000276,1706256755.4672651,1706256755.4672651,-2.0981557369232178,-2.331920623779297,24.160415649414062,1706256755.40607,1706256754.500435,20,-0.9668300151824951,-0.06119513511657715,4
sequence_ground_truth,seq0102,seq0102_g000399,1706256823.628956,1706256823.628956,-5.287709712982178,8.531514167785645,1.3103891611099243,1706256823.606418,1706256822.7,20,-0.9289560317993164,-0.022538185119628906,4
validation_ref_csv,seq0001,seq0001_valref_000000,1706255621.564602,1706255621.564602,-0.7345520257949829,-1.2626270055770874,2.174375057220459,,,0,,,0
validation_ref_csv,seq0001,seq0001_valref_000051,1706255624.1657264,1706255624.1657264,-1.357846975326538,0.17172400653362274,2.1646111011505127,1706255624.114192,1706255623.200296,20,-0.965430498123169,-0.051534414291381836,4
validation_ref_csv,seq0002,seq0002_valref_000103,1706255054.534958,1706255054.534958,13.603705406188965,-16.009798049926758,39.37628936767578,1706255054.517437,1706255054.400078,4,-0.13487982749938965,-0.017520904541015625,4
validation_ref_csv,seq0002,seq0002_valref_000154,1706255057.1315417,1706255057.1315417,14.970603942871094,-18.57223892211914,39.99729537963867,1706255057.117493,1706255056.200076,20,-0.9314656257629395,-0.01404881477355957,4
validation_ref_csv,seq0003,seq0003_valref_000206,1706257432.0046492,1706257432.0046492,1.4849330186843872,4.510402202606201,6.025394916534424,1706257432.001886,1706257431.701934,7,-0.3027150630950928,-0.0027632713317871094,4
validation_ref_csv,seq0003,seq0003_valref_000257,1706257434.5515049,1706257434.5515049,-2.113981008529663,5.559412002563477,5.827087879180908,1706257434.501807,1706257433.59979,20,-0.9517147541046143,-0.0496978759765625,4
validation_ref_csv,seq0004,seq0004_valref_000309,1706257437.2978358,1706257437.2978358,-5.075973987579346,8.248577117919922,4.634311199188232,1706257437.201838,1706257436.899762,8,-0.3980739116668701,-0.09599781036376953,4
validation_ref_csv,seq0004,seq0004_valref_000361,1706257440.0005896,1706257440.0005896,-7.645394802093506,10.912224769592285,3.286674976348877,1706257440.000006,1706257439.001842,20,-0.9987475872039795,-0.000583648681640625,4
validation_ref_csv,seq0005,seq0005_valref_000412,1706257442.7000854,1706257442.7000854,-8.039772987365723,10.470511436462402,2.895195960998535,1706257442.69995,1706257442.099887,13,-0.60019850730896,-0.0001354217529296875,4
validation_ref_csv,seq0005,seq0005_valref_000464,1706257445.3520887,1706257445.3520887,-8.07202434539795,10.48521614074707,2.3134379386901855,1706257445.301693,1706257444.39979,20,-0.952298641204834,-0.05039572715759277,4
validation_ref_csv,seq0006,seq0006_valref_000515,1706257648.405378,1706257648.405378,2.099407911300659,-0.5284690260887146,3.1302499771118164,1706257648.400596,1706257647.700211,16,-0.7051670551300049,-0.004782199859619141,4
validation_ref_csv,seq0006,seq0006_valref_000567,1706257651.05548,1706257651.05548,-0.7265849709510803,1.8013010025024414,3.1638150215148926,1706257651.00065,1706257650.100196,20,-0.9552841186523438,-0.054830074310302734,4
validation_ref_csv,seq0007,seq0007_valref_000618,1706257653.6058068,1706257653.6058068,-3.007145881652832,4.4452290534973145,3.103454113006592,1706257653.601568,1706257652.800173,18,-0.8056337833404541,-0.00423884391784668,4
validation_ref_csv,seq0007,seq0007_valref_000670,1706257656.2560773,1706257656.2560773,-5.209718227386475,7.865120887756348,3.0840930938720703,1706257656.200595,1706257655.300279,20,-0.9557983875274658,-0.05548238754272461,4
validation_ref_csv,seq0008,seq0008_valref_000722,1706257658.8572428,1706257658.8572428,-6.277367115020752,9.205550193786621,2.6361899375915527,1706257658.800541,1706257657.900325,20,-0.9569177627563477,-0.0567018985748291,4
